id,attraction_name,attraction_rating,attraction_experience,amenities,address,country,discover_link,image_link,description
1911,small-group  quebec  city  food  tour,4.5,Excellent,walking  &  biking  tours,quebec  city,canada, , , 
1912,victoria  guided  food  and  history  tour,5,Excellent,walking  &  biking  tours,vancouver  island,canada, , , 
1913,niagara  falls  tour  day  trip  from  toronto,4.5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1914,niagara  falls  platinum  tour  from  toronto  with  cruise  and  lunch,4.5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1915,3-hour  maligne  canyon  ice-walk  from  jasper,5,Excellent,walking  &  biking  tours,canadian  rockies,canada, , , 
1916,vancouver  highlights  bike  tour,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1917,gastronomic  gastown  walking  tour,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1918,private  tour:  quebec  city  walking  tour,5,Excellent,walking  &  biking  tours,quebec  city,canada, , , 
1919,haunted  montreal  pub  crawl,5,Excellent,walking  &  biking  tours,montreal,canada, , , 
1920,toronto  distillery  district  walking  tour,5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1921,lost  souls  of  gastown  walking  tour,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1922,small-group  toronto  beer  tour,5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1923,old  montreal  discovery  tour,5,Excellent,walking  &  biking  tours,montreal,canada, , , 
1924,christmas  in  quebec  city:  small-group  gourmet  food  tour,5,Excellent,walking  &  biking  tours,quebec  city,canada, , , 
1925,scooter  sightseeing  in  montreal,5,Excellent,walking  &  biking  tours,montreal,canada, , , 
1926,"show  me  the  city,  toronto  walking  tour",5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1927,banff  clue  solving  adventure  -  treasures  of  banff,5,Excellent,walking  &  biking  tours,canadian  rockies,canada, , , 
1928,toronto's  original  brunch  food  tour,4.5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1929,whistler  sightseeing  tours  -  discover  all  of  whistler  this  winter!,5,Excellent,walking  &  biking  tours,whistler,canada, , , 
1930,small-group  walking  tour  of  toronto's  kensington  market  and  chinatown,4.5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1931,ultimate  day  tour  to  victoria,4.5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1932,fat  ebike  ride  on  mount  royal,5,Excellent,walking  &  biking  tours,montreal,canada, , , 
1933,stanley  park  bike  tour,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1934,2-hour  ottawa  express  city  bike  tour,5,Excellent,walking  &  biking  tours,ottawa,canada, , , 
1935,bike  tour  to  montmorency  falls  from  quebec  city,5,Excellent,walking  &  biking  tours,quebec  city,canada, , , 
1936,montmorency  falls  bike  tour  in  quebec,5,Excellent,walking  &  biking  tours,quebec  city,canada, , , 
1937,lynn  canyon  park  and  photography  tour,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1938,"talkwalk,  the  inside  job  -  the  winter  walking  tour  of  public  art  and  sculpture",5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1939,great  canadian  food  tour,5,Excellent,walking  &  biking  tours,toronto,canada, , , 
1940,vancouver  clue  solving  adventure  -  ages  of  steam,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1941,discover  the  reso:  montreal's  underground  city  -  walking  tour  with  a  local,5,Excellent,walking  &  biking  tours,montreal,canada, , , 
1942,vancouver  biking  and  hiking  tour  including  lunch,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
1943,bike  tour  of  downtown  vancouver  and  stanley  park,5,Excellent,walking  &  biking  tours,vancouver,canada, , , 
