id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
3918,Kindred Spirits Inn & Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",46 Memory Lane Cavendish Prince Edward Island,Canada
3919,Sundance Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",34 Maccoubrey Lane Cavendish Prince Edward Island,Canada
3920,Cavendish Lodge & Cottages,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",9040 Cavendish Rd Cavendish Prince Edward Island,Canada
3921,Silverwood Motel,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Non-smoking hotel', 'Outdoor pool', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",8933 Cavendish Road Cavendish Prince Edward Island,Canada
3922,Cavendish Breeze Inn,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",40 Memory Lane Cavendish Prince Edward Island,Canada
3923,Green Gables Bungalow Court Cottages,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",8663 Cavendish Rd - Rte 6 Cavendish Prince Edward Island,Canada
3924,Lakeview Lodge & Cottages,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",8715 Cavendish Rd - Rte 6 Cavendish Prince Edward Island,Canada
3925,Swept Away Cottages,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",40 Simpson Mill Road Cavendish Prince Edward Island,Canada
3926,#Dreams to Sea Cottages,4.5,Excellent,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Kitchenette']",8285 Cavendish Rd - Rte 6 Cavendish Prince Edward Island,Canada
3927,Montgomery Cavendish Cottages,,,[],68 Sunset Lane Cavendish Prince Edwar,Canada
3928,Marco Polo Land Campground,4,Very good,"['Pool', 'Free Internet', 'Restaurant', 'Free parking', 'Babysitting', 'Children Activities (Kid / Family Friendly)']",7406 Rte 13 Cavendish Prince Edward Island,Canada
3929,Shining Waters - Ingleside Resort,,,[],7600 Cawnpore Lane / Rte 13 Cavendish Prince Edward Island,Canada
3930,Cavendish Country Inn& Cottages,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",8405 Cavendish Rd - Rte 6 Cavendish Prince Edward Island,Canada
3931,Hidden Acres Cottages,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",27 Clarence Lane Cavendish Prince Edward Island,Canada
3932,Abby Lane Summer Homes,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Suites']",397 Simpson Mill Rd Cavendish Prince Edward Island,Canada
3933,Resort at Cavendish Corner,3.5,Very good,"['Pool', 'Free parking', 'Free Internet', 'Fitness Centre with Gym / Workout Room', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",8566 Cavendish Rd - Rte 6 Cavendish Prince Edward Island,Canada
3934,Avonlea Cottages,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",8925 Cavendish Rd - Rte 6 Cavendish Prince Edward Island,Canada
3935,Marco Polo Inn,4,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Babysitting', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Kids pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Air conditioning']",7406 Rte 13 Cavendish Prince Edward Island,Canada
3936,Cavendish Corner Motel Inn,3,,[],7600 Cawnpore Lane ,Canada
3939,Auberge au Poste de Traite,,,[],2287 Chemin Royal Sainte-Famille Quebec,Canada
3940,Motel Ile d'Orleans,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Concierge', 'Golf Course', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Shuttle Bus Service', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",50 Saint-Laurent-de-l'Ile-d'Orleans Quebec,Canada
3941,Le Giron de L'Isle,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",12 Saint-Jean-de-l'ile-d'Orleans Quebec,Canada
3942,La Goeliche,4,Very good,"['Pool', 'Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms', 'Suites']",22 chemin du Quai Sainte-Petronille Quebec,Canada
3943,Les Ancetres,5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",1101 Chemin Royal Saint Pierre d'Orleans Quebec,Canada
3944,Gite Au Tournant de l'Ile d'Orleans,5,Excellent,"['Pool', 'Room service', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Electric vehicle charging station', 'Heated pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3496 Chemin Royal Saint-Francois-de-l'Ile-d'Orleans Quebec,Canada
3945,Gite Au Toit Bleu,4,Very good,['Free High Speed Internet (WiFi)'],387,Canada
3946,Auberge Le P'tit Bonheur,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Family Rooms']",186 Cote Lafleur Saint-Jean-de-l'ile-d'Orleans Quebec,Canada
3947,Auberge Chaumonot,4.5,Excellent,['Air conditioning'],425 chemin Royale Saint-Francois-de-l'Ile-d'Orleans Quebec,Canada
3948,Auberge la Grange de l'Ile,3.5,Very good,"['Free parking', 'Restaurant', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",517 chemin du Carrefour Saint Pierre d'Orleans Quebec,Canada
3949,Auberge Les Blancs Moutons,3.5,Very good,"['Free parking', 'Breakfast included', 'Meeting rooms', 'Non-smoking hotel', 'Non-smoking rooms']",6827 chemin Royal Saint-Laurent-de-l'Ile-d'Orleans Quebec,Canada
3951,Gite a la Brunante,4.5,,[],3469 chemin Royal ,Canada
3952,Le Vieux Presbytere,3.5,Very good,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",1247 av. Mgr. d'Esgly Saint Pierre d'Orleans Quebec,Canada
3953,La Vieille Maison Fradet,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms']",1584 Chemin Royal Saint-Laurent-de-l'Ile-d'Orleans Quebec,Canada
3954,Au Vieux Foyer,3.5,,[],2687 chemin Royal ,Canada
3955,Chalets Plage St-Jean,4,,[],4878 Chemin Royal ,Canada
3956,Bed and Breakfast Belle Vue,,,[],506 Route Prevost ,Canada
3957,Gite La Cinquieme Saison,,,[],4711 Chemin Royal ,Canada
3958,Gite la Coulee Douce,4.5,,[],1669 Chemin Royal ,Canada
3959,Franklin Suite Hotel,,,[],10300 Franklin Ave Fort McMurray Alberta,Canada
3960,Best Western Plus Sawridge Suites,5,Excellent,"['Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",410 Taiganova Cres Fort McMurray Alberta,Canada
3961,Clearwater Suite Hotel,4.5,Excellent,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Free parking', 'Breakfast included', 'Spa', 'Business Centre with Internet Access', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4 Haineault St Fort McMurray Alberta,Canada
3962,Merit Hotel & Suites,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",8200 Franklin Ave Fort McMurray Alberta,Canada
3963,BCMInns - Fort McMurray (Downtown),,,[],8538 Franklin Ave Fort McMurray Alberta,Canada
3964,"BCMInns, Rusty's Fort McMurray Hotel",4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Business Centre with Internet Access', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",385 Gregoire Dr Fort McMurray Alberta,Canada
3965,Clearwater Residence Hotel Timberlea,4,,[],118 Millennium Dr ,Canada
3966,Platinum Hotels,4,Very good,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Paid Internet', 'Paid Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",8530 Franklin Ave Fort McMurray Alberta,Canada
3967,River Station Suite Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Breakfast Available', 'Conference Facilities', 'Meeting rooms', 'Non-smoking hotel', 'Paid Internet', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",29-8102 Fraser Ave Fort McMurray Alberta,Canada
3968,Stonebridge Hotel Fort McMurray,2.5,Average,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Spa', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Kitchenette', 'Non-smoking rooms', 'Suites']",9713 Hardin St Fort McMurray Alberta,Canada
3969,Microtel Inn & Suites by Wyndham Fort McMurray,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",317 Sakitawaw Trail Fort McMurray Alberta,Canada
3970,Super 8 by Fort McMurray,4,,[],230 Parent Way ,Canada
3971,Radisson Hotel & Suites Fort McMurray,4.5,Excellent,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",435 Gregoire Dr Fort McMurray Alberta,Canada
3972,Podollan Inn,4,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Spa', 'Breakfast included', 'Airport transportation', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",10131 Franklin Ave Fort McMurray Alberta,Canada
3973,Nomad Hotel and Suites,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",10006 Macdonald Ave Fort McMurray Alberta,Canada
3974,Vantage Inn & Suites,4,Very good,"['Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Airport transportation', 'Breakfast Available', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",200 Parent Way Fort McMurray Alberta,Canada
3975,Podollan Rez-idence Fort McMurray,,,[],10303 Franklin Avenue Fort McMurray Alberta,Canada
3976,McMurray Inn Motel,3.5,Very good,"['Air conditioning', 'Refrigerator in room']",9906 Saunderson Ave Fort McMurray Alberta,Canada
3977,Chez Dube Country Inn,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",10102 Fraser Ave Fort McMurray Alberta,Canada
3978,Quality Hotel & Conference Centre,3.5,Very good,"['Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Bar/Lounge', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",424 Gregoire Dr Fort McMurray Alberta,Canada
3979,East Village Suites by LIAM,4,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Paid Internet', 'Paid Wifi', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",355 Loutit Roa Fort McMurray Alberta,Canada
3980,The Bridgeport Inn,4,Very good,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Business Centre with Internet Access', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms']",10021 Biggs Ave Fort McMurray Alberta,Canada
3981,Platinum Residences,4.5,,[],8202 Manning Avenue ,Canada
3982,Ace Inn Hotel & Conference Centre,2,Poor,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Concierge', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",9913 Biggs Ave Fort McMurray Alberta,Canada
