id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
902,Departure Bay Beach Bed and Breakfast,5,,[],2745 Departure Bay Rd ,Canada
903,Vancouver Island Residences,,,[],4 University Cresent ,Canada
904,The Marinaside Resort / Palms Hotel & Condominiums,3,Average,"['Free parking', 'Room service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1250 Stewart Ave Nanaimo British Columbia,Canada
905,Gulfview Drive Ocean View B&B,2,,[],4109 Gulfview Dr ,Canada
906,Castaway Motel,2.5,Average,"['Free High Speed Internet (WiFi)', 'Public Wifi', 'Family Rooms']",205 Terminal Ave N Nanaimo British Columbia,Canada
907,Bradbury House,,,[],5788 Bradbury Rd ,Canada
908,5349 Coastview Place Nanaimo,,,[],5349 Coastview Pl ,Canada
909,Fishing Guesthouse,,,[],4613 Laguna Way ,Canada
910,Forest Ocean View Place,,,[],5349 Coastview Pl ,Canada
911,OceanLove,,,[],Nanaimo BC 5370 Highridge Pl ,Canada
912,Seaview 1572 Garden House,,,[], ,Canada
913,Thunderbird Guesthouse,,,[],3609 Sundown Dr ,Canada
914,Van Island Guest House,,,[],5693 Malibu Terr ,Canada
917,Golden Divot Bed & Breakfast,4.5,Excellent,['Free parking'],6404 Lasalle Rd Nanaimo British Columbia,Canada
928,Salt Spring Inn,4.5,Excellent,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Free parking', 'Electric vehicle charging station', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",132 Lower Ganges Rd Ganges British Columbia,Canada
929,Wisteria Guest House B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Non-smoking rooms']",224 Park Dr Ganges British Columbia,Canada
930,Hedgerow House Bed & Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Electric vehicle charging station', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Family Rooms', 'Non-smoking rooms']",238 Park Dr Ganges British Columbia,Canada
931,Mariner's Loft,,,[],118 Rainbow Rd Ganges British Columbia,Canada
932,Fulford-Dunderry Guest House,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",2900 Fulford-Ganges Rd Fulford Harbour British Columbia,Canada
933,Quarrystone House Bed & Breakfast,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1340 Sunset Dr British Columbia V,Canada
934,Mineral Springs Resort,3,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1460 North Beach Rd British Columbia V,Canada
935,Armand Heights Bed and Breakfast,4.5,Excellent,"['Free parking', 'Breakfast included', 'Room service', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",221 Armand Way British Columbia V,Canada
936,Collins House B&B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",320 Collins Rd British Columbia V,Canada
937,Magnolia Petal Accommodation,2,,[],2470 North End Rd British Columbia V,Canada
938,Hastings House Country House Hotel,4.5,Excellent,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Spa', 'Banquet Room', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",160 Upper Ganges Rd Ganges British Columbia,Canada
939,The Cottages on Salt Spring Island,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Kitchenette']",315 Robinson Rd British Columbia V,Canada
940,Wetherly Inn,5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Non-smoking rooms', 'Suites']",169 Armand Way British Columbia V,Canada
941,Stonehouse Bed and Breakfast,5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",641 Fulford-Ganges Rd British Columbia V,Canada
942,Skipping Stone Beach B&B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",960 Rainbow Rd British Columbia V,Canada
943,Cusheon Lake Resort,,,[],171 Natalie Lane British Columbia V,Canada
944,Harbour House Hotel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Conference Facilities', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",121 Upper Ganges Rd Ganges British Columbia,Canada
945,Maple Ridge Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",301 Tripp Rd British Columbia V,Canada
946,Arbutus Point Oceanfront Bed and Breakfast,,,[],215 Welbury Dr British Columbia V,Canada
947,Green Acres Lakeside Resort Salt Spring Island,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",241 Langs Rd British Columbia V,Canada
948,Seabreeze Inne,,,[],101 Bittancourt Rd British Columbia V,Canada
949,Beach House Salt Spring,,,[],369 Isabella Point Rd British Columbia V,Canada
950,Highgarden B&B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",420 Fulford-Ganges Rd British Columbia V,Canada
951,Amazing View Bed and Breakfast,5,Excellent,"['Free parking', 'Breakfast included', 'Room service', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Shuttle Bus Service', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",164 Wilkie Way British Columbia V,Canada
952,Celtic Place Bed and Breakfast,5,Excellent,"['Free High Speed Internet (WiFi)', 'Room service', 'Airport transportation', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Minibar', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",360 Wright Rd British Columbia V,Canada
953,B&B at Salt Spring Apple Company,4.5,Excellent,"['Free parking', 'Breakfast included', 'Room service', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",529 Fulford-Ganges Rd British Columbia V,Canada
954,Cosy Woodpecker Cottage B&B,5,Excellent,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette']",321A Stark's Rd British Columbia V,Canada
955,Beachfront at Vesuvius,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Concierge', 'Hot Tub', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",120 Langley Rd Vesuvius British Columbia,Canada
956,Lakeshore on Salt Spring,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",175 Suffolk Rd British Columbia V,Canada
957,Ram Spring Wellness,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning']",443 Upper Ganges Rd Ganges British Columbia,Canada
959,Casa Del Mar,4,,[],2471 North End Rd British Columbia V,Canada
960,Gallery B&B,,,[],125 Churchill Rd ,Canada
961,AlohaAina Farm Stay,,,[],521 Beaver Point Rd British Columbia V,Canada
962,Birds EyeView B&B,,,[],131 Westcott Rd British Columbia V,Canada
963,Saltspring Oceanviewgetaway,,,[],180 Suneagle Dr British Columbia V,Canada
964,Ganges Marina and Boatel,2.5,Average,"['Free Internet', 'Pets Allowed ( Dog / Pet Friendly )']",161 Lower Ganges Rd Ganges British Columbia,Canada
965,Ango Retreat,,,[],340 Le Page Rd British Columbia V,Canada
966,The Chalet Bed and Breakfast,,,[],111 Lautman Dr British Columbia V,Canada
967,Cranberry Ridge Bed and Breakfast,,,[],269 Donore Rd British Columbia V,Canada
968,Log House Bed and Breakfast,,,[],490 Horel Rd British Columbia V,Canada
969,Salt Spring Lodge,,,[],641 Fulford-Ganges Rd British Columbia V,Canada
970,Stonecutter's Rest Bed & Breakfast,,,[],170 Simson Rd British Columbia V,Canada
977,Comfort Hotel Bayer's Lake,5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Room service', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",88 Chain Lake Dr Halifax Nova Scotia,Canada
978,The Lord Nelson Hotel & Suites,4,Very good,"['Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",1515 South Park St Halifax Nova Scotia,Canada
979,Cambridge Suites - Halifax,,,[],1583 Brunswick St Halifax Nova Scotia,Canada
980,Hampton Inn by Hilton Halifax Downtown,,,[],1960 Brunswick St Halifax Nova Scotia,Canada
981,Prince George Hotel,,,[],1725 Market St Halifax Nova Scotia,Canada
982,Best Western Plus Chocolate Lake Hotel,4,Very good,"['Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Pool', 'Free parking', 'Restaurant', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",20 St. Margaret's Bay Road Halifax Nova Scotia,Canada
983,Holiday Inn Express & Suites Halifax-Bedford,4.5,Excellent,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",980 Parkland Dr Halifax Nova Scotia,Canada
985,The Hollis Halifax - a DoubleTree Suites by Hilton,4.5,Excellent,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1649 Hollis St Halifax Nova Scotia,Canada
986,Halifax Marriott Harbourfront Hotel,4,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Paid Internet', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Non-smoking rooms', 'Suites']",1919 Upper Water St Halifax Nova Scotia,Canada
987,Waverley Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",1266 Barrington St Halifax Nova Scotia,Canada
988,"Chateau Bedford, Trademark Collection by Wyndham",4.5,Excellent,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",133 Kearney Lake Rd Halifax Nova Scotia,Canada
989,Courtyard Halifax Downtown,4.5,Excellent,"['Restaurant', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",5120 Salter St Halifax Nova Scotia,Canada
990,Future Inns Halifax,4,Very good,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",Future Inn 30 Fairfax Dr Halifax Nova Scotia,Canada
991,"Homewood Suites by Hilton Halifax-Downtown, Nova Scotia, Canada",,,[],1960 Brunswick St Halifax Nova Scotia,Canada
992,The Halliburton,4,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",5184 Morris St Halifax Nova Scotia,Canada
993,Residence Inn Halifax Downtown,4,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Babysitting', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1599 Grafton St Halifax Nova Scotia,Canada
994,Comfort Inn Halifax,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",560 Bedford Hwy Halifax Nova Scotia,Canada
